entry_time,exit_time,direction,entry_price,exit_price,outcome,pnl
2023-01-05 04:19:00+00:00,2023-01-05 04:24:00+00:00,DOWN,142.92828021082352,143.29905961069935,loss,-1.0
2023-01-05 04:25:00+00:00,2023-01-05 04:30:00+00:00,DOWN,143.3451484054704,143.13678763400787,win,0.85
2023-01-05 04:43:00+00:00,2023-01-05 04:48:00+00:00,DOWN,143.54200075714735,143.5718493724768,loss,-1.0
2023-01-05 04:51:00+00:00,2023-01-05 04:56:00+00:00,DOWN,143.7374010260135,143.7057484432759,win,0.85
2023-01-05 07:05:00+00:00,2023-01-05 07:10:00+00:00,UP,143.52808091075087,143.26699426248177,loss,-1.0
2023-01-05 07:11:00+00:00,2023-01-05 07:16:00+00:00,UP,143.16618561722956,142.96037429935336,loss,-1.0
2023-01-05 07:54:00+00:00,2023-01-05 07:59:00+00:00,UP,142.55838630869343,142.18584487255302,loss,-1.0
2023-01-05 08:00:00+00:00,2023-01-05 08:05:00+00:00,UP,142.11660516090382,142.21095951797318,win,0.85
2023-01-05 10:28:00+00:00,2023-01-05 10:33:00+00:00,UP,140.53468218338728,140.66425647461003,win,0.85
2023-01-05 13:19:00+00:00,2023-01-05 13:24:00+00:00,UP,140.3498792058488,140.39901289089607,win,0.85
2023-01-05 13:39:00+00:00,2023-01-05 13:44:00+00:00,UP,140.0018739138556,140.24661992123504,win,0.85
2023-01-05 13:56:00+00:00,2023-01-05 14:01:00+00:00,DOWN,140.8464609298421,140.59412096319252,win,0.85
2023-01-05 14:38:00+00:00,2023-01-05 14:43:00+00:00,UP,140.0661559103866,140.0202679577491,loss,-1.0
2023-01-05 20:50:00+00:00,2023-01-05 20:55:00+00:00,UP,138.6745938197092,138.49069096964232,loss,-1.0
2023-01-05 21:59:00+00:00,2023-01-05 22:04:00+00:00,UP,138.34009919602786,138.41349166805307,win,0.85
2023-01-06 00:00:00+00:00,2023-01-06 00:05:00+00:00,UP,137.73271496683685,137.48516387543577,loss,-1.0
2023-01-06 00:06:00+00:00,2023-01-06 00:11:00+00:00,UP,137.36922428264793,137.30469869604366,loss,-1.0
2023-01-06 00:36:00+00:00,2023-01-06 00:41:00+00:00,UP,136.93804169164127,136.85991141653543,loss,-1.0
2023-01-06 00:54:00+00:00,2023-01-06 00:59:00+00:00,UP,136.57618327192623,136.50242983632026,loss,-1.0
2023-01-06 01:00:00+00:00,2023-01-06 01:05:00+00:00,UP,136.389526969116,136.12882480808324,loss,-1.0
2023-01-06 02:46:00+00:00,2023-01-06 02:51:00+00:00,UP,135.38626039825283,135.2164649411375,loss,-1.0
2023-01-06 02:52:00+00:00,2023-01-06 02:57:00+00:00,UP,135.16276842079452,135.04116850436927,loss,-1.0
2023-01-06 03:18:00+00:00,2023-01-06 03:23:00+00:00,UP,134.67771801910976,134.75683903554375,win,0.85
2023-01-06 03:31:00+00:00,2023-01-06 03:36:00+00:00,UP,134.484250183383,134.68524590867784,win,0.85
2023-01-06 07:46:00+00:00,2023-01-06 07:51:00+00:00,DOWN,135.45255381076697,135.4323911658852,win,0.85
2023-01-06 08:14:00+00:00,2023-01-06 08:19:00+00:00,DOWN,135.83747970965192,135.69937029847114,win,0.85
2023-01-06 12:32:00+00:00,2023-01-06 12:37:00+00:00,DOWN,136.44054979937437,136.3845019662558,win,0.85
2023-01-06 12:52:00+00:00,2023-01-06 12:57:00+00:00,DOWN,136.809873519314,137.10109374547307,loss,-1.0
2023-01-06 12:58:00+00:00,2023-01-06 13:03:00+00:00,DOWN,137.1457831292201,137.33532450538436,loss,-1.0
2023-01-06 15:01:00+00:00,2023-01-06 15:06:00+00:00,DOWN,137.5338842972787,137.86204463065968,loss,-1.0
2023-01-06 16:50:00+00:00,2023-01-06 16:55:00+00:00,DOWN,139.20330666284036,138.91496193092743,win,0.85
2023-01-06 17:03:00+00:00,2023-01-06 17:08:00+00:00,DOWN,139.3936793051014,139.56705367446193,loss,-1.0
2023-01-06 17:23:00+00:00,2023-01-06 17:28:00+00:00,DOWN,139.83998266956837,139.655399662562,win,0.85
2023-01-06 17:51:00+00:00,2023-01-06 17:56:00+00:00,DOWN,140.35546844985836,140.06923317886913,win,0.85
2023-01-06 18:28:00+00:00,2023-01-06 18:33:00+00:00,UP,139.30261918066654,139.30290899748607,win,0.85
2023-01-06 19:47:00+00:00,2023-01-06 19:52:00+00:00,DOWN,140.0917251325126,139.97068230469358,win,0.85
2023-01-06 21:54:00+00:00,2023-01-06 21:59:00+00:00,UP,138.83638550994576,138.68523194314994,loss,-1.0
2023-01-06 22:44:00+00:00,2023-01-06 22:49:00+00:00,UP,137.9733546013334,137.86269314318523,loss,-1.0
2023-01-06 23:29:00+00:00,2023-01-06 23:34:00+00:00,UP,137.70322754944726,137.95881334416055,win,0.85
2023-01-07 00:52:00+00:00,2023-01-07 00:57:00+00:00,UP,137.27093407313092,137.4274483405112,win,0.85
2023-01-07 01:09:00+00:00,2023-01-07 01:14:00+00:00,UP,136.92241669441782,136.71638694951525,loss,-1.0
2023-01-07 03:52:00+00:00,2023-01-07 03:57:00+00:00,UP,135.8791611026796,135.98892203209817,win,0.85
2023-01-07 04:25:00+00:00,2023-01-07 04:30:00+00:00,DOWN,136.63424311045512,136.22312043859364,win,0.85
2023-01-07 05:05:00+00:00,2023-01-07 05:10:00+00:00,UP,135.40674392534015,135.53830568091274,win,0.85
2023-01-07 08:11:00+00:00,2023-01-07 08:16:00+00:00,UP,134.24919768472722,134.22858221798995,loss,-1.0
2023-01-07 09:23:00+00:00,2023-01-07 09:28:00+00:00,DOWN,134.88568033365843,135.1231825425118,loss,-1.0
2023-01-07 10:02:00+00:00,2023-01-07 10:07:00+00:00,DOWN,135.63992177744407,135.28463876619512,win,0.85
2023-01-07 10:43:00+00:00,2023-01-07 10:48:00+00:00,DOWN,135.88917886394086,136.31772164144527,loss,-1.0
2023-01-07 12:44:00+00:00,2023-01-07 12:49:00+00:00,DOWN,136.71374990945608,136.577146168786,win,0.85
2023-01-07 14:40:00+00:00,2023-01-07 14:45:00+00:00,DOWN,136.9587472419906,136.84954408564914,win,0.85
2023-01-07 15:39:00+00:00,2023-01-07 15:44:00+00:00,DOWN,137.92886331076846,137.9747988566815,loss,-1.0
2023-01-07 15:59:00+00:00,2023-01-07 16:04:00+00:00,DOWN,138.48039375978894,138.16394936470112,win,0.85
2023-01-07 17:06:00+00:00,2023-01-07 17:11:00+00:00,DOWN,139.095097502889,139.20376545434218,loss,-1.0
2023-01-07 22:29:00+00:00,2023-01-07 22:34:00+00:00,UP,139.14988232138592,139.24734268015536,win,0.85
2023-01-07 23:18:00+00:00,2023-01-07 23:23:00+00:00,DOWN,140.240590899717,140.20404138177634,win,0.85
2023-01-08 07:01:00+00:00,2023-01-08 07:06:00+00:00,DOWN,140.72404350059253,140.8491074780409,loss,-1.0
2023-01-08 17:55:00+00:00,2023-01-08 18:00:00+00:00,UP,139.95631259942553,139.92142911337743,loss,-1.0
2023-01-08 20:39:00+00:00,2023-01-08 20:44:00+00:00,UP,140.55346528669048,140.99337209465855,win,0.85
2023-01-09 00:14:00+00:00,2023-01-09 00:19:00+00:00,DOWN,140.71807969898597,140.91769710553066,loss,-1.0
2023-01-09 03:06:00+00:00,2023-01-09 03:11:00+00:00,UP,138.69125586225613,138.56208023828137,loss,-1.0
2023-01-09 04:03:00+00:00,2023-01-09 04:08:00+00:00,DOWN,139.5509071943498,139.30692498524107,win,0.85
2023-01-09 10:52:00+00:00,2023-01-09 10:57:00+00:00,UP,137.85567699949988,137.66961358533237,loss,-1.0
2023-01-09 19:02:00+00:00,2023-01-09 19:07:00+00:00,DOWN,139.97101675121905,139.82805222949443,win,0.85
2023-01-09 19:34:00+00:00,2023-01-09 19:39:00+00:00,DOWN,140.66963869797215,140.59989658731416,win,0.85
2023-01-09 20:51:00+00:00,2023-01-09 20:56:00+00:00,DOWN,141.3860596680389,141.82271846683923,loss,-1.0
2023-01-09 21:12:00+00:00,2023-01-09 21:17:00+00:00,DOWN,142.04778638785976,142.36153947902054,loss,-1.0
2023-01-09 23:32:00+00:00,2023-01-09 23:37:00+00:00,UP,141.47654536397036,141.6984935316574,win,0.85
2023-01-09 23:48:00+00:00,2023-01-09 23:53:00+00:00,UP,141.22949086277893,141.3323575160226,win,0.85
2023-01-10 04:25:00+00:00,2023-01-10 04:30:00+00:00,UP,139.2973629111381,139.2685308176047,loss,-1.0
2023-01-10 07:39:00+00:00,2023-01-10 07:44:00+00:00,UP,139.27498001209827,139.49642907045032,win,0.85
2023-01-10 11:34:00+00:00,2023-01-10 11:39:00+00:00,DOWN,140.54394233207844,140.26392663280163,win,0.85
