time,open,high,low,close
2023-01-01 00:00:00,150.00011071384301,150.07833275951043,149.9218886681756,150.00011071384301
2023-01-01 00:01:00,150.00011071384301,150.0871599945267,149.93995096124624,150.02700024192993
2023-01-01 00:02:00,150.02700024192993,150.0882509933601,149.94107467179026,150.00232542322044
2023-01-01 00:03:00,150.00232542322044,150.0181399865747,149.90637776344752,149.9221923268018
2023-01-01 00:04:00,149.9221923268018,150.0261761459981,149.77731494125211,149.88129876044843
2023-01-01 00:05:00,149.88129876044843,149.88978735545842,149.78365912582035,149.79214772083034
2023-01-01 00:06:00,149.79214772083034,149.840570420883,149.74913054195218,149.79755324200485
2023-01-01 00:07:00,149.79755324200485,149.95824830645017,149.75736320062785,149.91805826507317
2023-01-01 00:08:00,149.91805826507317,149.96108016177635,149.83076851805308,149.87379041475626
2023-01-01 00:09:00,149.87379041475626,149.93636601987512,149.7554294392524,149.81800504437126
2023-01-01 00:10:00,149.81800504437126,149.89654820282718,149.7835006524576,149.86204381091352
2023-01-01 00:11:00,149.86204381091352,149.89652219269766,149.85965915502834,149.89413753681248
2023-01-01 00:12:00,149.89413753681248,149.94228429241048,149.85547166780006,149.90361842339806
2023-01-01 00:13:00,149.90361842339806,149.97128375843508,149.75228812876804,149.81995346380506
2023-01-01 00:14:00,149.81995346380506,149.84932939899497,149.78794804768225,149.81732398287215
2023-01-01 00:15:00,149.81732398287215,149.9072818994918,149.78988018359576,149.8798381002154
2023-01-01 00:16:00,149.8798381002154,149.8817553372015,149.75708720245737,149.75900443944346
2023-01-01 00:17:00,149.75900443944346,149.82368331951255,149.65321195542907,149.71789083549817
2023-01-01 00:18:00,149.71789083549817,149.75543742757677,149.5096533831658,149.5471999752444
2023-01-01 00:19:00,149.5471999752444,149.56071814721807,149.418018499751,149.43153667172467
2023-01-01 00:20:00,149.43153667172467,149.44776217579863,149.25027439254455,149.2664998966185
2023-01-01 00:21:00,149.2664998966185,149.27805643124395,149.23389010868257,149.24544664330801
2023-01-01 00:22:00,149.24544664330801,149.3187948861314,149.05864517498793,149.13199341781132
2023-01-01 00:23:00,149.13199341781132,149.1723837330363,149.11587759471868,149.15626790994367
2023-01-01 00:24:00,149.15626790994367,149.17559971499276,149.15096500884104,149.17029681389013
2023-01-01 00:25:00,149.17029681389013,149.18102458795866,149.1428392513372,149.15356702540572
2023-01-01 00:26:00,149.15356702540572,149.16050567879256,148.92156812862248,148.92850678200932
2023-01-01 00:27:00,148.92850678200932,148.93828695911068,148.87059834607678,148.88037852317814
2023-01-01 00:28:00,148.88037852317814,148.9615038644379,148.79492074149087,148.87604608275063
2023-01-01 00:29:00,148.87604608275063,148.95551006249983,148.80670384335588,148.88616782310507
2023-01-01 00:30:00,148.88616782310507,148.92460953913434,148.71109920376068,148.74954091978995
2023-01-01 00:31:00,148.74954091978995,148.84953298474076,148.60691561729195,148.70690768224276
2023-01-01 00:32:00,148.70690768224276,148.7105625878219,148.6159708735495,148.61962577912863
2023-01-01 00:33:00,148.61962577912863,148.68457730861914,148.48256629542914,148.54751782491965
2023-01-01 00:34:00,148.54751782491965,148.66523002188762,148.52439204303795,148.64210424000592
2023-01-01 00:35:00,148.64210424000592,148.7112461929383,148.50095953986383,148.5701014927962
2023-01-01 00:36:00,148.5701014927962,148.6394946480461,148.49780931402805,148.56720246927796
2023-01-01 00:37:00,148.56720246927796,148.68453069590538,148.52872995965294,148.64605818628036
2023-01-01 00:38:00,148.64605818628036,148.7559488478432,148.48412669423476,148.5940173557976
2023-01-01 00:39:00,148.5940173557976,148.64907589598698,148.52900020446972,148.5840587446591
2023-01-01 00:40:00,148.5840587446591,148.6468405554422,148.5311251866859,148.593906997469
2023-01-01 00:41:00,148.593906997469,148.63600526003182,148.5574953935361,148.59959365609893
